,Game,Nash
850,"( ([[0.45679583, 0.04817835, 0.79939251],
       [0.37164954, 0.48941479, 0.33658681],
       [0.28774423, 0.2853051 , 0.54419092]]),  ([[0.90549924, 0.91691885, 0.93961436],
       [0.47353823, 0.56104729, 0.49537101],
       [0.98314481, 0.36988708, 0.88833631]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0.74318154, 0.25681846, 0.        ]),  ([0.        , 0.51192935, 0.48807065]))]"
851,"( ([[0.51586952, 0.25846018, 0.93883084],
       [0.6019704 , 0.26585484, 0.62974819],
       [0.41820396, 0.11344624, 0.24960034]]),  ([[0.79114671, 0.24627755, 0.38176243],
       [0.41721085, 0.3320307 , 0.35119695],
       [0.94269057, 0.05194903, 0.09547163]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
852,"( ([[0.28528692, 0.98365134, 0.94934723],
       [0.46965196, 0.81269701, 0.48050132],
       [0.63147547, 0.53705348, 0.01466272]]),  ([[0.83369581, 0.69765411, 0.34314543],
       [0.62150703, 0.6318091 , 0.53815681],
       [0.42139403, 0.93095083, 0.98433065]]))","[( ([0.07039639, 0.92960361, 0.        ]),  ([0.48112867, 0.51887133, 0.        ]))]"
853,"( ([[0.67208202, 0.5747973 , 0.87688506],
       [0.13939343, 0.51120495, 0.68307474],
       [0.19112737, 0.67572286, 0.66092066]]),  ([[0.07444713, 0.8638792 , 0.47571025],
       [0.03288436, 0.20260365, 0.80775247],
       [0.22469465, 0.39942793, 0.59691809]]))","[( ([0.33721009, 0.        , 0.66278991]),  ([0.        , 0.68151227, 0.31848773]))]"
854,"( ([[0.47359528, 0.3290758 , 0.47325143],
       [0.1960074 , 0.03136608, 0.88444926],
       [0.87198346, 0.12906282, 0.45363143]]),  ([[0.66487323, 0.77384336, 0.93519074],
       [0.76153742, 0.06867149, 0.29609545],
       [0.93050941, 0.02747942, 0.36408087]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
855,"( ([[0.76998571, 0.1986605 , 0.89458777],
       [0.77856372, 0.65603247, 0.03779382],
       [0.47637316, 0.98107293, 0.11976104]]),  ([[0.15205109, 0.4889996 , 0.80418271],
       [0.09214671, 0.15583544, 0.57251487],
       [0.38937131, 0.10847809, 0.90297507]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
856,"( ([[0.92134237, 0.56765855, 0.32219786],
       [0.18558345, 0.31353575, 0.37054964],
       [0.16798658, 0.95548693, 0.43169929]]),  ([[0.91656456, 0.44732832, 0.14948242],
       [0.07738513, 0.23230419, 0.96070537],
       [0.75083924, 0.46369512, 0.4956459 ]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
857,"( ([[0.10148025, 0.94927041, 0.36147655],
       [0.57535512, 0.02800409, 0.09910103],
       [0.34319125, 0.89394376, 0.77500499]]),  ([[0.59058212, 0.72643431, 0.22305366],
       [0.98816088, 0.38070291, 0.58732719],
       [0.93859566, 0.63096954, 0.79190225]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.69366665, 0.        , 0.30633335]),  ([0.18626142, 0.81373858, 0.        ]))]"
858,"( ([[0.93413507, 0.75357706, 0.07741018],
       [0.92157458, 0.18564862, 0.73172118],
       [0.43040781, 0.66976143, 0.48967762]]),  ([[0.26437794, 0.09713804, 0.45322882],
       [0.47607109, 0.86329232, 0.9507086 ],
       [0.04344498, 0.89034329, 0.33510731]]))","[( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0.60926114, 0.        , 0.39073886]),  ([0.        , 0.83104517, 0.16895483])), ( ([0.        , 0.86397576, 0.13602424]),  ([0.        , 0.33332154, 0.66667846]))]"
859,"( ([[0.10711631, 0.45683984, 0.23829402],
       [0.86235585, 0.91547368, 0.95119606],
       [0.16898585, 0.60058336, 0.45867174]]),  ([[0.71895784, 0.82815795, 0.2968129 ],
       [0.6848726 , 0.98789095, 0.42425245],
       [0.20544696, 0.07762599, 0.09024918]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
860,"( ([[0.96518929, 0.78196244, 0.1051046 ],
       [0.81412945, 0.32520178, 0.32240036],
       [0.05856504, 0.02216582, 0.45346216]]),  ([[0.41743109, 0.08565492, 0.86370527],
       [0.1534678 , 0.20688737, 0.06165102],
       [0.74474276, 0.7705797 , 0.29325098]]))","[( ([0.17063431, 0.82936569, 0.        ]),  ([0.58990759, 0.        , 0.41009241]))]"
861,"( ([[0.40763966, 0.9840873 , 0.27147584],
       [0.99087175, 0.05971367, 0.43110101],
       [0.24449579, 0.04423193, 0.11371284]]),  ([[0.5498468 , 0.52593629, 0.4591234 ],
       [0.81421598, 0.13717812, 0.50420256],
       [0.98916519, 0.30198651, 0.24654289]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
862,"( ([[0.95303433, 0.28456165, 0.35176948],
       [0.99030602, 0.17039173, 0.27324137],
       [0.78746698, 0.23596243, 0.92061567]]),  ([[0.90859495, 0.46328373, 0.63096454],
       [0.68548052, 0.62943255, 0.4351225 ],
       [0.46670694, 0.92049183, 0.04275004]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
863,"( ([[0.00544516, 0.81050838, 0.54734119],
       [0.72417068, 0.70909577, 0.05275171],
       [0.08000435, 0.55424701, 0.80553699]]),  ([[0.42179772, 0.61818386, 0.91475429],
       [0.1711115 , 0.99336788, 0.96041038],
       [0.01745291, 0.42376015, 0.0808147 ]]))","[( ([0.53625791, 0.        , 0.46374209]),  ([0.        , 0.50188008, 0.49811992]))]"
864,"( ([[0.59976391, 0.00564446, 0.30296604],
       [0.26966243, 0.74794853, 0.01944027],
       [0.79567786, 0.6185932 , 0.31325604]]),  ([[0.40953132, 0.0522047 , 0.68502911],
       [0.83750614, 0.50651451, 0.71488819],
       [0.66148645, 0.13822911, 0.04962897]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
865,"( ([[0.44301265, 0.28764614, 0.97742157],
       [0.80736468, 0.79165756, 0.12845823],
       [0.92388774, 0.19813483, 0.61915263]]),  ([[0.53337649, 0.79554859, 0.10139802],
       [0.84924887, 0.98241305, 0.64610486],
       [0.38361113, 0.48965935, 0.70101955]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
866,"( ([[0.64230302, 0.54822202, 0.624596  ],
       [0.0764468 , 0.25480438, 0.80714107],
       [0.07299569, 0.20425949, 0.5707836 ]]),  ([[0.54831603, 0.89684239, 0.41082521],
       [0.44330918, 0.06565561, 0.60900745],
       [0.64492156, 0.50340983, 0.95015804]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0.52784942, 0.47215058, 0.        ]),  ([0.        , 0.38352809, 0.61647191]))]"
867,"( ([[0.40031344, 0.10210952, 0.01607083],
       [0.54622738, 0.83862941, 0.49308934],
       [0.63967646, 0.08530236, 0.57819626]]),  ([[0.82982077, 0.8848401 , 0.07734552],
       [0.71599608, 0.02257576, 0.20460669],
       [0.72768787, 0.50933448, 0.37864324]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
868,"( ([[0.39527195, 0.02289435, 0.06422037],
       [0.69712332, 0.71204757, 0.21226301],
       [0.0226783 , 0.2110512 , 0.65246451]]),  ([[0.19687008, 0.68868368, 0.76498221],
       [0.23919698, 0.64213623, 0.22177692],
       [0.20810893, 0.9766781 , 0.12940488]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
869,"( ([[0.92972524, 0.29760294, 0.89682091],
       [0.82575575, 0.89801849, 0.60593753],
       [0.69150238, 0.50210072, 0.28766663]]),  ([[0.73879777, 0.95584026, 0.9138568 ],
       [0.96808884, 0.26519724, 0.99507883],
       [0.58198932, 0.17614326, 0.37737883]]))","[( ([0.94560777, 0.05439223, 0.        ]),  ([0.        , 0.32635895, 0.67364105]))]"
870,"( ([[0.51585463, 0.97300808, 0.09810372],
       [0.2119578 , 0.03521313, 0.30254048],
       [0.04306219, 0.89019746, 0.07193286]]),  ([[0.31763134, 0.51565852, 0.16209106],
       [0.54102657, 0.3037374 , 0.54603428],
       [0.19971596, 0.42451606, 0.19475146]]))","[( ([1., 0., 0.]),  ([0., 1., 0.])), ( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0.03119133, 0.96880867, 0.        ]),  ([0.40217047, 0.        , 0.59782953]))]"
871,"( ([[0.69867772, 0.93235982, 0.80153641],
       [0.28874617, 0.2975657 , 0.15543469],
       [0.29533403, 0.07022269, 0.55362975]]),  ([[0.46707027, 0.77788866, 0.99986731],
       [0.98272126, 0.31024804, 0.95124371],
       [0.66088978, 0.85774618, 0.54413936]]))","[( ([1., 0., 0.]),  ([0., 0., 1.]))]"
872,"( ([[0.95981736, 0.21080285, 0.4342944 ],
       [0.72879035, 0.54668458, 0.59854763],
       [0.62811897, 0.58486264, 0.49379305]]),  ([[0.39616291, 0.80585948, 0.17225755],
       [0.93831235, 0.84149852, 0.40361875],
       [0.77944976, 0.49070904, 0.35629624]]))","[( ([0.19113887, 0.80886113, 0.        ]),  ([0.59247937, 0.40752063, 0.        ]))]"
873,"( ([[0.6009043 , 0.54983927, 0.79616121],
       [0.41801441, 0.83796567, 0.46013099],
       [0.12481733, 0.29616477, 0.10352666]]),  ([[0.67230312, 0.20296535, 0.62319562],
       [0.69614539, 0.0139407 , 0.86313804],
       [0.47590521, 0.51370958, 0.01621077]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
874,"( ([[0.8467105 , 0.75484037, 0.05923189],
       [0.59680332, 0.21711265, 0.3470675 ],
       [0.76809966, 0.616487  , 0.88884721]]),  ([[0.34315656, 0.0339347 , 0.08926047],
       [0.66933479, 0.44489235, 0.7215629 ],
       [0.97251301, 0.98710743, 0.89885559]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
875,"( ([[0.29854304, 0.69416392, 0.73589077],
       [0.75664975, 0.07114935, 0.21754819],
       [0.12363979, 0.02446862, 0.48314455]]),  ([[0.59992906, 0.98685199, 0.81190384],
       [0.54481233, 0.77967957, 0.77902734],
       [0.58529529, 0.82684652, 0.20226909]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
876,"( ([[0.63629219, 0.92364548, 0.40922826],
       [0.60913086, 0.93283653, 0.04057228],
       [0.89292589, 0.14296827, 0.76651583]]),  ([[0.61925643, 0.76448782, 0.53941133],
       [0.12148277, 0.84021733, 0.72842104],
       [0.83824837, 0.60559989, 0.49995053]]))","[( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.61566783, 0.        , 0.38433217]),  ([0.75259713, 0.24740287, 0.        ]))]"
877,"( ([[0.78538008, 0.43133738, 0.02486952],
       [0.78362978, 0.95424404, 0.38380703],
       [0.67311066, 0.59396004, 0.37652431]]),  ([[0.62265352, 0.1273588 , 0.07609931],
       [0.94107718, 0.74208521, 0.43431397],
       [0.3206648 , 0.18915443, 0.64574336]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
878,"( ([[0.1558097 , 0.51322387, 0.18678055],
       [0.53026176, 0.1982626 , 0.40136025],
       [0.65474057, 0.43456769, 0.6636088 ]]),  ([[0.89314952, 0.0506853 , 0.70624843],
       [0.26315163, 0.89545321, 0.90867672],
       [0.59413736, 0.21050072, 0.36741609]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
879,"( ([[8.53547925e-04, 5.15682859e-01, 1.72965806e-01],
       [5.32049782e-01, 4.56752921e-01, 8.43614227e-02],
       [5.50285658e-01, 8.94489450e-01, 5.67586161e-01]]),  ([[0.23450902, 0.28135381, 0.10200688],
       [0.81508011, 0.17241245, 0.12615885],
       [0.92719692, 0.51681102, 0.50899762]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
880,"( ([[0.93816235, 0.98805815, 0.99496889],
       [0.81781523, 0.91412973, 0.04780216],
       [0.83765383, 0.4513959 , 0.98857829]]),  ([[0.6071495 , 0.51007962, 0.24942539],
       [0.9481212 , 0.6337038 , 0.02814066],
       [0.31312724, 0.83563203, 0.70079508]]))","[( ([1., 0., 0.]),  ([1., 0., 0.]))]"
881,"( ([[0.58808984, 0.05295507, 0.89513039],
       [0.62090807, 0.85984363, 0.07856092],
       [0.56666847, 0.15437839, 0.31463886]]),  ([[0.68488972, 0.34205665, 0.71027368],
       [0.92689298, 0.63290841, 0.15073016],
       [0.54568462, 0.64979063, 0.68406555]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.96833129, 0.03166871, 0.        ]),  ([0.96136249, 0.        , 0.03863751]))]"
882,"( ([[0.03547258, 0.97746859, 0.73750408],
       [0.29885552, 0.01414085, 0.3505603 ],
       [0.00882615, 0.44806452, 0.40162461]]),  ([[0.94718331, 0.28942372, 0.66767623],
       [0.02598251, 0.76045862, 0.88822307],
       [0.84758863, 0.66228619, 0.73706598]]))","[( ([0.75519364, 0.24480636, 0.        ]),  ([0.59499905, 0.        , 0.40500095]))]"
883,"( ([[0.70189342, 0.04702883, 0.37688027],
       [0.87165963, 0.69860096, 0.4288224 ],
       [0.90966138, 0.40753399, 0.37229375]]),  ([[0.5897237 , 0.57114947, 0.26106452],
       [0.71659936, 0.47415953, 0.77602844],
       [0.14487548, 0.30778158, 0.99219698]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
884,"( ([[0.77863316, 0.76125858, 0.77972814],
       [0.09668178, 0.31228483, 0.4911147 ],
       [0.7723412 , 0.6398514 , 0.86878887]]),  ([[0.38297535, 0.07799519, 0.57780739],
       [0.00371527, 0.7518837 , 0.76377946],
       [0.79349276, 0.72400844, 0.65206553]]))","[( ([0.42058983, 0.        , 0.57941017]),  ([0.93401379, 0.        , 0.06598621]))]"
885,"( ([[0.25962144, 0.67260122, 0.94605083],
       [0.46241209, 0.7203157 , 0.57392536],
       [0.43802222, 0.20911618, 0.91168218]]),  ([[0.69532173, 0.01155293, 0.44489245],
       [0.81927212, 0.10457757, 0.15168869],
       [0.1629234 , 0.7945797 , 0.78425488]]))","[( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0.71273165, 0.        , 0.28726835]),  ([0.16153003, 0.        , 0.83846997])), ( ([0.       , 0.4820578, 0.5179422]),  ([0.93265196, 0.        , 0.06734804]))]"
886,"( ([[0.03755253, 0.91198668, 0.11267278],
       [0.97509576, 0.64896697, 0.06180949],
       [0.99678127, 0.96951714, 0.5214312 ]]),  ([[0.17672652, 0.77360022, 0.51647949],
       [0.54811603, 0.59497768, 0.14752473],
       [0.72285709, 0.07902121, 0.0276809 ]]))","[( ([0., 0., 1.]),  ([1., 0., 0.]))]"
887,"( ([[0.33209572, 0.52202341, 0.65685465],
       [0.13382608, 0.3266315 , 0.93193832],
       [0.16310751, 0.72790865, 0.89535595]]),  ([[0.68562263, 0.08994357, 0.17527299],
       [0.83677482, 0.78030766, 0.92851733],
       [0.78075779, 0.31308917, 0.56366744]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0.        , 0.70293799, 0.29706201]),  ([0.5554246, 0.       , 0.4445754]))]"
888,"( ([[0.65424557, 0.48339176, 0.59554755],
       [0.47618091, 0.944663  , 0.14661402],
       [0.47020095, 0.47058639, 0.59343088]]),  ([[0.52530708, 0.60497116, 0.69281752],
       [0.53592088, 0.60052268, 0.41941657],
       [0.7734094 , 0.03214472, 0.10277014]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 1., 0.]),  ([0., 1., 0.])), ( ([0.67337591, 0.32662409, 0.        ]),  ([0.        , 0.49322257, 0.50677743]))]"
889,"( ([[0.6313511 , 0.54864472, 0.09960904],
       [0.42636459, 0.10507318, 0.27165815],
       [0.86828485, 0.49017722, 0.55370379]]),  ([[0.55183664, 0.45373593, 0.91032094],
       [0.95620768, 0.87567593, 0.26808779],
       [0.06666221, 0.56614301, 0.79892876]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
890,"( ([[0.50305378, 0.94837864, 0.14556833],
       [0.33838335, 0.54992888, 0.49932813],
       [0.91229554, 0.78478649, 0.95721601]]),  ([[0.48528511, 0.27427076, 0.20641184],
       [0.28886972, 0.8461648 , 0.6009695 ],
       [0.08261373, 0.03011865, 0.45412318]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
891,"( ([[0.96519898, 0.43161564, 0.0838538 ],
       [0.18031186, 0.37790063, 0.32207114],
       [0.83221382, 0.09373542, 0.93149874]]),  ([[0.27827158, 0.42168938, 0.79706035],
       [0.49186143, 0.68832627, 0.01377928],
       [0.24549578, 0.99036385, 0.1136079 ]]))","[( ([0.6424759, 0.3575241, 0.       ]),  ([0.        , 0.81600186, 0.18399814]))]"
892,"( ([[0.83359588, 0.99348295, 0.47852006],
       [0.01223212, 0.84536326, 0.46812794],
       [0.36130529, 0.73481502, 0.8024856 ]]),  ([[0.22415224, 0.50009088, 0.91904062],
       [0.01823101, 0.36108771, 0.15148474],
       [0.90668617, 0.61826168, 0.03040369]]))","[( ([0.58388307, 0.        , 0.41611693]),  ([0.        , 0.55603662, 0.44396338]))]"
893,"( ([[0.6036088 , 0.13518018, 0.94087448],
       [0.96934521, 0.89840094, 0.46406593],
       [0.80141937, 0.98090708, 0.61991031]]),  ([[0.4142217 , 0.61564516, 0.13923754],
       [0.92324973, 0.30872518, 0.24939272],
       [0.64973379, 0.14990438, 0.44103528]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
894,"( ([[0.41533251, 0.80227974, 0.77828291],
       [0.51589925, 0.01883976, 0.4915522 ],
       [0.17598571, 0.26188973, 0.27417057]]),  ([[0.92780634, 0.64019792, 0.08582054],
       [0.55891156, 0.03055454, 0.6001055 ],
       [0.38114452, 0.04872033, 0.86322887]]))","[( ([0.04664276, 0.95335724, 0.        ]),  ([0.7403372, 0.       , 0.2596628]))]"
895,"( ([[0.54063869, 0.12437512, 0.59336423],
       [0.21243233, 0.27575034, 0.94184223],
       [0.55824714, 0.44983213, 0.35561222]]),  ([[0.91996244, 0.03300746, 0.68782974],
       [0.90666816, 0.11438677, 0.87478615],
       [0.54257987, 0.90235988, 0.89784005]]))","[( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.60480846, 0.        , 0.39519154]),  ([0.93104472, 0.        , 0.06895528])), ( ([0.       , 0.0059089, 0.9940911]),  ([0.        , 0.77103894, 0.22896106]))]"
896,"( ([[0.80787913, 0.97078432, 0.10308349],
       [0.3439526 , 0.49839838, 0.97092906],
       [0.44780736, 0.81445327, 0.64314811]]),  ([[0.15324694, 0.35251123, 0.12745235],
       [0.58551136, 0.47904366, 0.08414926],
       [0.02472343, 0.14557105, 0.11000996]]))","[( ([1., 0., 0.]),  ([0., 1., 0.]))]"
897,"( ([[0.52537255, 0.01665249, 0.2409254 ],
       [0.72880836, 0.62777514, 0.97781619],
       [0.44342095, 0.32318823, 0.29187596]]),  ([[0.61771518, 0.9188003 , 0.42744302],
       [0.0937385 , 0.86592997, 0.70102692],
       [0.88402585, 0.00896829, 0.04291816]]))","[( ([0., 1., 0.]),  ([0., 1., 0.]))]"
898,"( ([[0.22144587, 0.93425667, 0.12542477],
       [0.81472143, 0.40033709, 0.92951134],
       [0.52162923, 0.69196173, 0.57686417]]),  ([[0.16629496, 0.78342736, 0.92212657],
       [0.08906865, 0.98525998, 0.72929041],
       [0.18133518, 0.27744493, 0.04793616]]))","[( ([0.62331286, 0.        , 0.37668714]),  ([0.        , 0.65073816, 0.34926184]))]"
899,"( ([[0.30792488, 0.226231  , 0.97521373],
       [0.20949657, 0.71737538, 0.30164358],
       [0.15912164, 0.77378389, 0.90868754]]),  ([[0.05553896, 0.49809662, 0.82214121],
       [0.32297817, 0.06240484, 0.87056854],
       [0.14779348, 0.87409061, 0.51276287]]))","[( ([1., 0., 0.]),  ([0., 0., 1.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.52719919, 0.        , 0.47280081]),  ([0.       , 0.1083349, 0.8916651]))]"
900,"( ([[0.81009746, 0.69412118, 0.54122104],
       [0.79378849, 0.41629759, 0.79505669],
       [0.8605535 , 0.94030063, 0.47497577]]),  ([[0.86043824, 0.87694697, 0.05842568],
       [0.95271928, 0.83272137, 0.91574104],
       [0.17447881, 0.79621842, 0.93963265]]))","[( ([0.        , 0.95390006, 0.04609994]),  ([0.8274119, 0.       , 0.1725881]))]"
901,"( ([[0.20792955, 0.3155228 , 0.26983202],
       [0.71283223, 0.93207327, 0.78180563],
       [0.56603156, 0.65153393, 0.83171606]]),  ([[0.61522852, 0.82875412, 0.81928306],
       [0.44337451, 0.40808714, 0.39686264],
       [0.07518498, 0.61727146, 0.69685877]]))","[( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.        , 0.87639821, 0.12360179]),  ([0.        , 0.15103787, 0.84896213]))]"
902,"( ([[0.92466602, 0.7061689 , 0.27281753],
       [0.85117857, 0.0745813 , 0.6865873 ],
       [0.15204733, 0.90036563, 0.0289646 ]]),  ([[0.58799439, 0.83596023, 0.5377285 ],
       [0.64760044, 0.84245668, 0.4996371 ],
       [0.36456987, 0.18121356, 0.84160981]]))","[( ([0.68889732, 0.        , 0.31110268]),  ([0.        , 0.55667874, 0.44332126]))]"
903,"( ([[0.24933551, 0.34356435, 0.92697558],
       [0.51922276, 0.75136068, 0.75181186],
       [0.82594723, 0.12463468, 0.18667023]]),  ([[0.80999088, 0.93529435, 0.73081323],
       [0.57975826, 0.81362917, 0.96944668],
       [0.63197505, 0.49038522, 0.43829522]]))","[( ([0., 0., 1.]),  ([1., 0., 0.])), ( ([0.43246766, 0.56753234, 0.        ]),  ([0.        , 0.30047294, 0.69952706])), ( ([0.        , 0.33200269, 0.66799731]),  ([0.64819773, 0.        , 0.35180227]))]"
904,"( ([[0.5931407 , 0.96147185, 0.67174186],
       [0.71178613, 0.20821283, 0.68192965],
       [0.06018055, 0.48101837, 0.84907484]]),  ([[0.94629858, 0.00808824, 0.33598209],
       [0.43883539, 0.68215488, 0.53623562],
       [0.20435688, 0.17735993, 0.8070509 ]]))","[( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.20593597, 0.79406403, 0.        ]),  ([0.86392381, 0.13607619, 0.        ])), ( ([0.18935884, 0.73818394, 0.07245722]),  ([0.20971347, 0.04313701, 0.74714952]))]"
905,"( ([[0.6808652 , 0.98981738, 0.2566919 ],
       [0.58324319, 0.80020237, 0.8203812 ],
       [0.06091454, 0.78558191, 0.99534964]]),  ([[0.52833104, 0.47673543, 0.72889232],
       [0.21064625, 0.87726462, 0.60764823],
       [0.61585277, 0.87376851, 0.08819083]]))","[( ([0.75701215, 0.        , 0.24298785]),  ([0.        , 0.78339491, 0.21660509]))]"
906,"( ([[0.33551865, 0.42460834, 0.75705148],
       [0.50834425, 0.97130474, 0.45987402],
       [0.96130189, 0.74708473, 0.65582852]]),  ([[0.75851486, 0.61808724, 0.43477423],
       [0.01416525, 0.49636518, 0.62390874],
       [0.66464571, 0.68397425, 0.1299433 ]]))","[( ([0.        , 0.81286923, 0.18713077]),  ([0.        , 0.46636456, 0.53363544]))]"
907,"( ([[0.90286453, 0.85880147, 0.95363318],
       [0.88777136, 0.30361604, 0.97435465],
       [0.47416998, 0.95665219, 0.33780261]]),  ([[0.83874605, 0.56197892, 0.34071395],
       [0.28943   , 0.97701967, 0.70502374],
       [0.39190116, 0.66832902, 0.75776813]]))","[( ([1., 0., 0.]),  ([1., 0., 0.])), ( ([0.49969335, 0.        , 0.50030665]),  ([0.18583534, 0.81416466, 0.        ])), ( ([0.28785948, 0.        , 0.71214052]),  ([0.        , 0.86289298, 0.13710702]))]"
908,"( ([[8.00641225e-01, 4.78589463e-01, 3.91240563e-01],
       [9.47608169e-01, 2.12669451e-01, 7.80755632e-01],
       [8.22531059e-01, 8.60656921e-01, 1.53098486e-04]]),  ([[0.69839609, 0.57511257, 0.44928407],
       [0.78818571, 0.30490506, 0.76463973],
       [0.91608142, 0.54401553, 0.01825461]]))","[( ([0., 1., 0.]),  ([1., 0., 0.]))]"
909,"( ([[0.64416989, 0.23588875, 0.30177991],
       [0.37618442, 0.96837106, 0.16069123],
       [0.44101089, 0.49964315, 0.3676129 ]]),  ([[0.41961541, 0.25068732, 0.46990955],
       [0.95356002, 0.43761878, 0.82785831],
       [0.02225245, 0.32697692, 0.28220201]]))","[( ([0.       , 0.1029274, 0.8970726]),  ([0.       , 0.3062559, 0.6937441]))]"
910,"( ([[0.25867162, 0.61742081, 0.41853899],
       [0.38356899, 0.19819755, 0.63753021],
       [0.56725334, 0.66704217, 0.54878949]]),  ([[0.7788551 , 0.76169426, 0.00918048],
       [0.21556538, 0.31198142, 0.44228537],
       [0.12513676, 0.96997999, 0.13320032]]))","[( ([0., 1., 0.]),  ([0., 0., 1.])), ( ([0., 0., 1.]),  ([0., 1., 0.])), ( ([0.        , 0.86526093, 0.13473907]),  ([0.        , 0.15915182, 0.84084818]))]"
911,"( ([[0.54835667, 0.82532242, 0.52836637],
       [0.90738522, 0.56743808, 0.1402278 ],
       [0.56652808, 0.91166667, 0.55683256]]),  ([[0.23465085, 0.75700852, 0.65349155],
       [0.17522959, 0.06586852, 0.01818362],
       [0.08869715, 0.58835551, 0.97814156]]))","[( ([0., 1., 0.]),  ([1., 0., 0.])), ( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.       , 0.8499308, 0.1500692]),  ([0.55000094, 0.        , 0.44999906]))]"
912,"( ([[0.96571786, 0.18792292, 0.83159873],
       [0.93911016, 0.72619766, 0.15164391],
       [0.42737708, 0.1635801 , 0.96626132]]),  ([[0.21555878, 0.03959838, 0.92577527],
       [0.2792586 , 0.81887826, 0.89072351],
       [0.3281093 , 0.92032519, 0.48289518]]))","[( ([0.        , 0.85892649, 0.14107351]),  ([0.       , 0.5914876, 0.4085124]))]"
913,"( ([[0.89867658, 0.91422502, 0.14666904],
       [0.97482603, 0.3813294 , 0.82132073],
       [0.86251642, 0.37103605, 0.73106949]]),  ([[0.4306995 , 0.14125075, 0.88798657],
       [0.14019689, 0.7341508 , 0.53325637],
       [0.06385972, 0.63700289, 0.51416069]]))","[( ([0.21199664, 0.78800336, 0.        ]),  ([0.        , 0.55869587, 0.44130413]))]"
914,"( ([[0.61145633, 0.02314355, 0.58866061],
       [0.41728041, 0.38019535, 0.35818744],
       [0.60863202, 0.18202459, 0.83253598]]),  ([[0.0489553 , 0.4275296 , 0.05876278],
       [0.96479303, 0.7820723 , 0.05879041],
       [0.01190742, 0.64391768, 0.68859476]]))","[( ([0., 0., 1.]),  ([0., 0., 1.])), ( ([0.        , 0.77572876, 0.22427124]),  ([0.50875322, 0.49124678, 0.        ])), ( ([0.        , 0.05817639, 0.94182361]),  ([0.        , 0.70533075, 0.29466925]))]"
915,"( ([[0.29915707, 0.01756895, 0.08056954],
       [0.75204588, 0.64998265, 0.48846558],
       [0.53729984, 0.60119266, 0.02505361]]),  ([[0.57121834, 0.105802  , 0.03546497],
       [0.22607908, 0.22198049, 0.84711651],
       [0.08298836, 0.64111033, 0.8718044 ]]))","[( ([0., 1., 0.]),  ([0., 0., 1.]))]"
916,"( ([[0.13628906, 0.6879116 , 0.81635554],
       [0.55681965, 0.79645283, 0.63166675],
       [0.85174692, 0.73045591, 0.87331966]]),  ([[0.16633363, 0.10445222, 0.42401974],
       [0.62626708, 0.09476077, 0.28537831],
       [0.3804627 , 0.54780036, 0.83524124]]))","[( ([0., 0., 1.]),  ([0., 0., 1.]))]"
